2018-04-30 20:07:39	Case = 35(574)		2018-04-30 20:04:49
2018-04-30 20:07:39	Case = 36(575)		2018-04-30 20:04:53
2018-04-30 20:07:39	Case = 41(576)		2018-04-30 20:04:49
2018-04-30 20:07:39	Case = 42(577)		2018-04-30 20:04:49
2018-04-30 20:07:39	Case = 43(578)		2018-04-30 20:04:49
2018-04-30 20:07:39	Case = 1(579)		2018-04-30 20:04:40
2018-04-30 20:07:39	Case = 2(580)		2018-04-30 20:05:36
2018-04-30 20:07:40	Case = 3(581)		2018-04-30 20:04:50
2018-04-30 20:07:40	Case = 4(582)		2018-04-30 20:04:52
2018-04-30 20:07:40	Case = 5(583)		2018-04-30 20:04:52
2018-04-30 20:07:40	Case = 9(584)		2018-04-30 20:04:40
2018-04-30 20:07:40	Case = 10(585)		2018-04-30 20:04:50
2018-04-30 20:07:40	Case = 11(586)		2018-04-30 20:04:50
2018-04-30 20:07:40	Case = 12(587)		2018-04-30 20:04:53
2018-04-30 20:07:40	Case = 13(588)		2018-04-30 20:04:53
2018-04-30 20:07:40	Case = 17(589)		2018-04-30 20:05:35
2018-04-30 20:07:40	Case = 18(590)		2018-04-30 20:04:51
2018-04-30 20:07:40	Case = 19(591)		2018-04-30 20:04:51
2018-04-30 20:07:40	Case = 20(592)		2018-04-30 20:04:53
2018-04-30 20:07:40	Case = 21(593)		2018-04-30 20:04:53
2018-04-30 20:07:40	Case = 25(594)		2018-04-30 20:04:51
2018-04-30 20:07:40	Case = 26(595)		2018-04-30 20:04:51
2018-04-30 20:07:40	Case = 27(596)		2018-04-30 20:04:51
2018-04-30 20:07:40	Case = 28(597)		2018-04-30 20:04:53
2018-04-30 20:07:40	Case = 29(598)		2018-04-30 20:04:53
2018-04-30 20:07:40	Case = 33(599)		2018-04-30 20:04:58
2018-04-30 20:07:40	Case = 34(600)		2018-04-30 20:04:49
2018-04-30 20:07:40	Case = 35(601)		2018-04-30 20:04:49
2018-04-30 20:07:40	Case = 37(602)		2018-04-30 20:04:53
2018-04-30 20:07:44	Case = 60(603)		2018-04-30 20:04:52
2018-04-30 20:07:44	Case = 61(604)		2018-04-30 20:04:52
2018-04-30 20:07:44	Case = 62(605)		2018-04-30 20:04:52
2018-04-30 20:07:44	Case = 63(606)		2018-04-30 20:04:52
2018-04-30 20:07:48	Case = 17(607)		2018-04-30 20:05:35
2018-04-30 20:07:48	Case = 23(608)		2018-04-30 20:04:53
2018-04-30 20:07:51	Case = 17(609)		2018-04-30 20:05:35
2018-04-30 20:07:51	Case = 23(610)		2018-04-30 20:04:53
2018-04-30 20:08:06	Case = 60(611)		2018-04-30 20:04:52
2018-04-30 20:08:06	Case = 61(612)		2018-04-30 20:04:52
2018-04-30 20:08:06	Case = 62(613)		2018-04-30 20:04:52
2018-04-30 20:08:06	Case = 63(614)		2018-04-30 20:04:52
2018-04-30 20:10:07	Case = 1(615)		2018-04-30 20:04:40
2018-04-30 20:10:07	Case = 2(616)		2018-04-30 20:05:36
2018-04-30 20:10:08	Case = 9(617)		2018-04-30 20:04:40
2018-04-30 20:10:08	Case = 10(618)		2018-04-30 20:04:50
2018-04-30 20:10:09	Case = 1(619)		2018-04-30 20:04:40
2018-04-30 20:10:09	Case = 2(620)		2018-04-30 20:05:36
2018-04-30 20:10:10	Case = 1(621)		2018-04-30 20:04:40
2018-04-30 20:10:10	Case = 2(622)		2018-04-30 20:05:36
2018-04-30 20:10:10	Case = 9(623)		2018-04-30 20:04:40
2018-04-30 20:10:10	Case = 10(624)		2018-04-30 20:04:50
2018-04-30 20:10:13	Case = 46(625)		2018-04-30 20:04:51
2018-04-30 20:10:13	Case = 48(626)		2018-04-30 20:04:52
2018-04-30 20:10:13	Case = 33(627)		2018-04-30 20:04:58
2018-04-30 20:10:13	Case = 34(628)		2018-04-30 20:04:49
2018-04-30 20:10:13	Case = 35(629)		2018-04-30 20:04:49
2018-04-30 20:10:14	Case = 36(630)		2018-04-30 20:04:53
2018-04-30 20:10:14	Case = 37(631)		2018-04-30 20:04:53
2018-04-30 20:10:14	Case = 38(632)		2018-04-30 20:04:54
2018-04-30 20:10:14	Case = 39(633)		2018-04-30 20:04:54
2018-04-30 20:10:14	Case = 46(634)		2018-04-30 20:04:51
2018-04-30 20:10:17	Case = 25(635)		2018-04-30 20:04:51
2018-04-30 20:10:17	Case = 33(636)		2018-04-30 20:04:58
2018-04-30 20:10:17	Case = 34(637)		2018-04-30 20:04:49
2018-04-30 20:10:17	Case = 35(638)		2018-04-30 20:04:49
2018-04-30 20:10:17	Case = 36(639)		2018-04-30 20:04:53
2018-04-30 20:10:17	Case = 37(640)		2018-04-30 20:04:53
2018-04-30 20:10:17	Case = 38(641)		2018-04-30 20:04:54
2018-04-30 20:10:17	Case = 39(642)		2018-04-30 20:04:54
2018-04-30 20:10:18	Case = 25(643)		2018-04-30 20:04:51
2018-04-30 20:10:25	Case = 1(644)		2018-04-30 20:04:40
2018-04-30 20:10:25	Case = 2(645)		2018-04-30 20:05:36
2018-04-30 20:10:25	Case = 9(646)		2018-04-30 20:04:40
2018-04-30 20:10:25	Case = 10(647)		2018-04-30 20:04:50
2018-04-30 20:10:26	Case = 48(648)		2018-04-30 20:04:52
2018-04-30 20:10:26	Case = 1(649)		2018-04-30 20:04:40
2018-04-30 20:10:27	Case = 2(650)		2018-04-30 20:05:36
2018-04-30 20:10:27	Case = 9(651)		2018-04-30 20:04:40
2018-04-30 20:10:27	Case = 10(652)		2018-04-30 20:04:50
2018-04-30 20:11:03	Case = 43(653)		2018-04-30 20:04:49
2018-04-30 20:11:04	Case = 44(654)		2018-04-30 20:04:51
2018-04-30 20:11:05	Case = 43(655)		2018-04-30 20:04:49
2018-04-30 20:11:05	Case = 44(656)		2018-04-30 20:04:51
2018-04-30 20:11:28	Case = 17(657)		2018-04-30 20:05:35
2018-04-30 20:11:28	Case = 23(658)		2018-04-30 20:04:53
2018-04-30 20:11:49	Case = 60(659)		2018-04-30 20:04:52
2018-04-30 20:11:49	Case = 61(660)		2018-04-30 20:04:52
2018-04-30 20:11:49	Case = 62(661)		2018-04-30 20:04:52
2018-04-30 20:11:49	Case = 63(662)		2018-04-30 20:04:52
2018-04-30 20:11:52	Case = 60(663)		2018-04-30 20:04:52
2018-04-30 20:11:52	Case = 61(664)		2018-04-30 20:04:52
2018-04-30 20:11:53	Case = 62(665)		2018-04-30 20:04:52
2018-04-30 20:11:57	Case = 60(666)		2018-04-30 20:04:52
2018-04-30 20:11:57	Case = 61(667)		2018-04-30 20:04:52
2018-04-30 20:11:57	Case = 62(668)		2018-04-30 20:04:52
2018-04-30 20:12:01	Case = 60(669)		2018-04-30 20:04:52
2018-04-30 20:12:02	Case = 61(670)		2018-04-30 20:04:52
2018-04-30 20:12:02	Case = 62(671)		2018-04-30 20:04:52
2018-04-30 20:12:14	Case = 63(672)		2018-04-30 20:04:52
2018-04-30 20:12:14	Case = 18(673)		2018-04-30 20:04:51
2018-04-30 20:12:14	Case = 19(674)		2018-04-30 20:04:51
2018-04-30 20:12:14	Case = 25(675)		2018-04-30 20:04:51
2018-04-30 20:12:15	Case = 26(676)		2018-04-30 20:04:51
2018-04-30 20:12:15	Case = 27(677)		2018-04-30 20:04:51
2018-04-30 20:12:15	Case = 33(678)		2018-04-30 20:04:58
2018-04-30 20:12:15	Case = 34(679)		2018-04-30 20:04:49
2018-04-30 20:12:15	Case = 35(680)		2018-04-30 20:04:49
2018-04-30 20:12:15	Case = 41(681)		2018-04-30 20:04:49
2018-04-30 20:12:15	Case = 42(682)		2018-04-30 20:04:49
2018-04-30 20:12:15	Case = 43(683)		2018-04-30 20:04:49
2018-04-30 20:12:15	Case = 60(684)		2018-04-30 20:04:52
2018-04-30 20:12:15	Case = 61(685)		2018-04-30 20:04:52
2018-04-30 20:12:15	Case = 62(686)		2018-04-30 20:04:52
2018-04-30 20:12:15	Case = 63(687)		2018-04-30 20:04:52
2018-04-30 20:12:16	Case = 17(688)		2018-04-30 20:05:35
2018-04-30 20:12:16	Case = 18(689)		2018-04-30 20:04:51
2018-04-30 20:12:16	Case = 19(690)		2018-04-30 20:04:51
2018-04-30 20:12:16	Case = 20(691)		2018-04-30 20:04:53
2018-04-30 20:12:16	Case = 23(692)		2018-04-30 20:04:53
2018-04-30 20:12:16	Case = 25(693)		2018-04-30 20:04:51
2018-04-30 20:12:17	Case = 41(694)		2018-04-30 20:04:49
2018-04-30 20:12:17	Case = 42(695)		2018-04-30 20:04:49
2018-04-30 20:12:17	Case = 43(696)		2018-04-30 20:04:49
2018-04-30 20:12:17	Case = 60(697)		2018-04-30 20:04:52
2018-04-30 20:12:17	Case = 63(698)		2018-04-30 20:04:52
2018-04-30 20:12:18	Case = 25(699)		2018-04-30 20:04:51
2018-04-30 20:12:18	Case = 26(700)		2018-04-30 20:04:51
2018-04-30 20:12:18	Case = 27(701)		2018-04-30 20:04:51
2018-04-30 20:12:18	Case = 33(702)		2018-04-30 20:04:58
2018-04-30 20:12:18	Case = 34(703)		2018-04-30 20:04:49
2018-04-30 20:12:18	Case = 35(704)		2018-04-30 20:04:49
2018-04-30 20:12:19	Case = 60(705)		2018-04-30 20:04:52
2018-04-30 20:12:19	Case = 61(706)		2018-04-30 20:04:52
2018-04-30 20:12:19	Case = 62(707)		2018-04-30 20:04:52
2018-04-30 20:12:19	Case = 63(708)		2018-04-30 20:04:52
2018-04-30 20:12:23	Case = 33(709)		2018-04-30 20:04:58
2018-04-30 20:12:23	Case = 34(710)		2018-04-30 20:04:49
2018-04-30 20:12:24	Case = 1(711)		2018-04-30 20:04:40
2018-04-30 20:12:24	Case = 2(712)		2018-04-30 20:05:36
2018-04-30 20:12:24	Case = 3(713)		2018-04-30 20:04:50
2018-04-30 20:12:24	Case = 4(714)		2018-04-30 20:04:52
2018-04-30 20:12:24	Case = 5(715)		2018-04-30 20:04:52
2018-04-30 20:12:24	Case = 6(716)		2018-04-30 20:04:52
2018-04-30 20:12:24	Case = 7(717)		2018-04-30 20:04:53
2018-04-30 20:12:24	Case = 13(718)		2018-04-30 20:04:53
2018-04-30 20:12:24	Case = 14(719)		2018-04-30 20:04:53
2018-04-30 20:12:24	Case = 15(720)		2018-04-30 20:04:53
2018-04-30 20:12:25	Case = 33(721)		2018-04-30 20:04:58
2018-04-30 20:12:25	Case = 34(722)		2018-04-30 20:04:49
2018-04-30 20:12:27	Case = 57(723)		2018-04-30 20:04:50
2018-04-30 20:12:27	Case = 58(724)		2018-04-30 20:04:50
2018-04-30 20:12:28	Case = 59(725)		2018-04-30 20:04:50
2018-04-30 20:12:28	Case = 60(726)		2018-04-30 20:04:52
2018-04-30 20:12:28	Case = 61(727)		2018-04-30 20:04:52
2018-04-30 20:12:28	Case = 62(728)		2018-04-30 20:04:52
2018-04-30 20:12:28	Case = 18(729)		2018-04-30 20:04:51
2018-04-30 20:12:28	Case = 20(730)		2018-04-30 20:04:53
2018-04-30 20:12:32	Case = 57(731)		2018-04-30 20:04:50
2018-04-30 20:12:32	Case = 58(732)		2018-04-30 20:04:50
2018-04-30 20:12:32	Case = 59(733)		2018-04-30 20:04:50
2018-04-30 20:12:32	Case = 60(734)		2018-04-30 20:04:52
2018-04-30 20:12:32	Case = 61(735)		2018-04-30 20:04:52
2018-04-30 20:12:32	Case = 62(736)		2018-04-30 20:04:52
2018-04-30 20:12:39	Case = 18(737)		2018-04-30 20:04:51
2018-04-30 20:12:39	Case = 20(738)		2018-04-30 20:04:53
2018-04-30 20:12:42	Case = 18(739)		2018-04-30 20:04:51
2018-04-30 20:12:43	Case = 20(740)		2018-04-30 20:04:53
2018-04-30 20:13:14	Case = 7(741)		2018-04-30 20:04:53
2018-04-30 20:13:15	Case = 3(742)		2018-04-30 20:04:50
2018-04-30 20:13:24	Case = 3(743)		2018-04-30 20:04:50
2018-04-30 20:13:36	Case = 3(744)		2018-04-30 20:04:50
2018-04-30 20:14:06	Case = 3(745)		2018-04-30 20:04:50
2018-04-30 20:14:06	Case = 7(746)		2018-04-30 20:04:53
2018-04-30 20:14:11	Case = 57(747)		2018-04-30 20:04:50
2018-04-30 20:14:11	Case = 59(748)		2018-04-30 20:04:50
2018-04-30 20:14:11	Case = 60(749)		2018-04-30 20:04:52
2018-04-30 20:14:12	Case = 57(750)		2018-04-30 20:04:50
2018-04-30 20:14:12	Case = 59(751)		2018-04-30 20:04:50
2018-04-30 20:14:12	Case = 60(752)		2018-04-30 20:04:52
2018-04-30 20:14:19	Case = 3(753)		2018-04-30 20:04:50
2018-04-30 20:14:19	Case = 4(754)		2018-04-30 20:04:52
2018-04-30 20:14:19	Case = 5(755)		2018-04-30 20:04:52
2018-04-30 20:14:19	Case = 6(756)		2018-04-30 20:04:52
2018-04-30 20:14:19	Case = 7(757)		2018-04-30 20:04:53
2018-04-30 20:14:42	Case = 57(758)		2018-04-30 20:04:50
2018-04-30 20:14:42	Case = 58(759)		2018-04-30 20:04:50
2018-04-30 20:14:42	Case = 59(760)		2018-04-30 20:04:50
2018-04-30 20:14:42	Case = 60(761)		2018-04-30 20:04:52
2018-04-30 20:14:42	Case = 61(762)		2018-04-30 20:04:52
2018-04-30 20:14:42	Case = 62(763)		2018-04-30 20:04:52
2018-04-30 20:14:48	Case = 33(764)		2018-04-30 20:04:58
2018-04-30 20:14:49	Case = 4(765)		2018-04-30 20:04:52
2018-04-30 20:14:49	Case = 5(766)		2018-04-30 20:04:52
2018-04-30 20:14:49	Case = 33(767)		2018-04-30 20:04:58
2018-04-30 20:14:56	Case = 33(768)		2018-04-30 20:04:58
2018-04-30 20:14:57	Case = 33(769)		2018-04-30 20:04:58
2018-04-30 20:14:59	Case = 57(770)		2018-04-30 20:04:50
2018-04-30 20:14:59	Case = 58(771)		2018-04-30 20:04:50
2018-04-30 20:14:59	Case = 59(772)		2018-04-30 20:04:50
2018-04-30 20:14:59	Case = 60(773)		2018-04-30 20:04:52
2018-04-30 20:14:59	Case = 61(774)		2018-04-30 20:04:52
2018-04-30 20:14:59	Case = 62(775)		2018-04-30 20:04:52
2018-04-30 20:15:01	Case = 57(776)		2018-04-30 20:04:50
2018-04-30 20:15:01	Case = 58(777)		2018-04-30 20:04:50
2018-04-30 20:15:01	Case = 59(778)		2018-04-30 20:04:50
2018-04-30 20:15:01	Case = 60(779)		2018-04-30 20:04:52
2018-04-30 20:15:02	Case = 61(780)		2018-04-30 20:04:52
2018-04-30 20:15:02	Case = 62(781)		2018-04-30 20:04:52
2018-04-30 20:15:03	Case = 57(782)		2018-04-30 20:04:50
2018-04-30 20:15:03	Case = 58(783)		2018-04-30 20:04:50
2018-04-30 20:15:03	Case = 59(784)		2018-04-30 20:04:50
2018-04-30 20:15:03	Case = 60(785)		2018-04-30 20:04:52
2018-04-30 20:15:03	Case = 61(786)		2018-04-30 20:04:52
2018-04-30 20:15:03	Case = 62(787)		2018-04-30 20:04:52
2018-04-30 20:15:14	Case = 4(788)		2018-04-30 20:04:52
2018-04-30 20:15:14	Case = 5(789)		2018-04-30 20:04:52
2018-04-30 20:15:17	Case = 57(790)		2018-04-30 20:04:50
2018-04-30 20:15:17	Case = 58(791)		2018-04-30 20:04:50
2018-04-30 20:15:17	Case = 59(792)		2018-04-30 20:04:50
2018-04-30 20:15:17	Case = 60(793)		2018-04-30 20:04:52
2018-04-30 20:15:17	Case = 61(794)		2018-04-30 20:04:52
2018-04-30 20:15:17	Case = 62(795)		2018-04-30 20:04:52
2018-04-30 20:15:22	Case = 4(796)		2018-04-30 20:04:52
2018-04-30 20:15:22	Case = 5(797)		2018-04-30 20:04:52
2018-04-30 20:15:28	Case = 57(798)		2018-04-30 20:04:50
2018-04-30 20:15:28	Case = 58(799)		2018-04-30 20:04:50
2018-04-30 20:15:28	Case = 59(800)		2018-04-30 20:04:50
2018-04-30 20:15:28	Case = 60(801)		2018-04-30 20:04:52
2018-04-30 20:15:28	Case = 61(802)		2018-04-30 20:04:52
2018-04-30 20:15:28	Case = 62(803)		2018-04-30 20:04:52
2018-04-30 20:15:41	Case = 60(804)		2018-04-30 20:04:52
2018-04-30 20:15:41	Case = 61(805)		2018-04-30 20:04:52
2018-04-30 20:15:41	Case = 62(806)		2018-04-30 20:04:52
2018-04-30 20:15:41	Case = 63(807)		2018-04-30 20:04:52
2018-04-30 20:15:47	Case = 60(808)		2018-04-30 20:04:52
2018-04-30 20:15:47	Case = 61(809)		2018-04-30 20:04:52
2018-04-30 20:15:47	Case = 62(810)		2018-04-30 20:04:52
2018-04-30 20:15:52	Case = 41(811)		2018-04-30 20:04:49
2018-04-30 20:15:52	Case = 42(812)		2018-04-30 20:04:49
2018-04-30 20:15:52	Case = 43(813)		2018-04-30 20:04:49
2018-04-30 20:15:52	Case = 60(814)		2018-04-30 20:04:52
2018-04-30 20:15:52	Case = 61(815)		2018-04-30 20:04:52
2018-04-30 20:15:52	Case = 62(816)		2018-04-30 20:04:52
2018-04-30 20:15:53	Case = 17(817)		2018-04-30 20:05:35
2018-04-30 20:15:53	Case = 18(818)		2018-04-30 20:04:51
2018-04-30 20:15:53	Case = 19(819)		2018-04-30 20:04:51
2018-04-30 20:15:53	Case = 25(820)		2018-04-30 20:04:51
2018-04-30 20:15:53	Case = 26(821)		2018-04-30 20:04:51
2018-04-30 20:15:53	Case = 33(822)		2018-04-30 20:04:58
2018-04-30 20:15:53	Case = 34(823)		2018-04-30 20:04:49
2018-04-30 20:15:53	Case = 35(824)		2018-04-30 20:04:49
2018-04-30 20:15:55	Case = 17(825)		2018-04-30 20:05:35
2018-04-30 20:15:55	Case = 18(826)		2018-04-30 20:04:51
2018-04-30 20:15:55	Case = 19(827)		2018-04-30 20:04:51
2018-04-30 20:15:55	Case = 25(828)		2018-04-30 20:04:51
2018-04-30 20:15:55	Case = 26(829)		2018-04-30 20:04:51
2018-04-30 20:15:55	Case = 33(830)		2018-04-30 20:04:58
2018-04-30 20:15:55	Case = 34(831)		2018-04-30 20:04:49
2018-04-30 20:15:55	Case = 35(832)		2018-04-30 20:04:49
2018-04-30 20:15:55	Case = 41(833)		2018-04-30 20:04:49
2018-04-30 20:15:55	Case = 42(834)		2018-04-30 20:04:49
2018-04-30 20:15:55	Case = 43(835)		2018-04-30 20:04:49
2018-04-30 20:15:56	Case = 63(836)		2018-04-30 20:04:52
2018-04-30 20:15:56	Case = 5(837)		2018-04-30 20:04:52
2018-04-30 20:15:57	Case = 60(838)		2018-04-30 20:04:52
2018-04-30 20:15:57	Case = 61(839)		2018-04-30 20:04:52
2018-04-30 20:15:57	Case = 62(840)		2018-04-30 20:04:52
2018-04-30 20:15:57	Case = 63(841)		2018-04-30 20:04:52
2018-04-30 20:16:17	Case = 5(842)		2018-04-30 20:04:52
2018-04-30 20:16:18	Case = 5(843)		2018-04-30 20:04:52
2018-04-30 20:16:20	Case = 3(844)		2018-04-30 20:04:50
2018-04-30 20:16:20	Case = 4(845)		2018-04-30 20:04:52
2018-04-30 20:16:20	Case = 5(846)		2018-04-30 20:04:52
2018-04-30 20:16:20	Case = 6(847)		2018-04-30 20:04:52
2018-04-30 20:16:20	Case = 7(848)		2018-04-30 20:04:53
2018-04-30 20:16:21	Case = 1(849)		2018-04-30 20:04:40
2018-04-30 20:16:21	Case = 2(850)		2018-04-30 20:05:36
2018-04-30 20:16:21	Case = 3(851)		2018-04-30 20:04:50
2018-04-30 20:16:21	Case = 4(852)		2018-04-30 20:04:52
2018-04-30 20:16:21	Case = 5(853)		2018-04-30 20:04:52
2018-04-30 20:16:21	Case = 6(854)		2018-04-30 20:04:52
2018-04-30 20:16:21	Case = 7(855)		2018-04-30 20:04:53
2018-04-30 20:16:21	Case = 13(856)		2018-04-30 20:04:53
2018-04-30 20:16:21	Case = 14(857)		2018-04-30 20:04:53
2018-04-30 20:16:21	Case = 15(858)		2018-04-30 20:04:53
2018-04-30 20:16:22	Case = 1(859)		2018-04-30 20:04:40
2018-04-30 20:16:22	Case = 2(860)		2018-04-30 20:05:36
2018-04-30 20:16:22	Case = 3(861)		2018-04-30 20:04:50
2018-04-30 20:16:22	Case = 4(862)		2018-04-30 20:04:52
2018-04-30 20:16:22	Case = 5(863)		2018-04-30 20:04:52
2018-04-30 20:16:22	Case = 6(864)		2018-04-30 20:04:52
2018-04-30 20:16:22	Case = 7(865)		2018-04-30 20:04:53
2018-04-30 20:16:22	Case = 13(866)		2018-04-30 20:04:53
2018-04-30 20:16:22	Case = 14(867)		2018-04-30 20:04:53
2018-04-30 20:16:22	Case = 15(868)		2018-04-30 20:04:53
2018-04-30 20:16:23	Case = 57(869)		2018-04-30 20:04:50
2018-04-30 20:16:23	Case = 58(870)		2018-04-30 20:04:50
2018-04-30 20:16:23	Case = 59(871)		2018-04-30 20:04:50
2018-04-30 20:16:23	Case = 60(872)		2018-04-30 20:04:52
2018-04-30 20:16:23	Case = 61(873)		2018-04-30 20:04:52
2018-04-30 20:16:23	Case = 62(874)		2018-04-30 20:04:52
2018-04-30 20:16:32	Case = 1(875)		2018-04-30 20:04:40
2018-04-30 20:16:32	Case = 2(876)		2018-04-30 20:05:36
2018-04-30 20:16:32	Case = 3(877)		2018-04-30 20:04:50
2018-04-30 20:16:32	Case = 4(878)		2018-04-30 20:04:52
2018-04-30 20:16:32	Case = 5(879)		2018-04-30 20:04:52
2018-04-30 20:16:32	Case = 6(880)		2018-04-30 20:04:52
2018-04-30 20:16:32	Case = 7(881)		2018-04-30 20:04:53
2018-04-30 20:16:33	Case = 13(882)		2018-04-30 20:04:53
2018-04-30 20:16:33	Case = 14(883)		2018-04-30 20:04:53
2018-04-30 20:16:33	Case = 15(884)		2018-04-30 20:04:53
2018-04-30 20:16:35	Case = 57(885)		2018-04-30 20:04:50
2018-04-30 20:16:36	Case = 57(886)		2018-04-30 20:04:50
2018-04-30 20:16:37	Case = 57(887)		2018-04-30 20:04:50
2018-04-30 20:16:37	Case = 58(888)		2018-04-30 20:04:50
2018-04-30 20:16:37	Case = 59(889)		2018-04-30 20:04:50
2018-04-30 20:16:37	Case = 60(890)		2018-04-30 20:04:52
2018-04-30 20:16:37	Case = 61(891)		2018-04-30 20:04:52
2018-04-30 20:16:38	Case = 62(892)		2018-04-30 20:04:52
2018-04-30 20:16:45	Case = 1(893)		2018-04-30 20:04:40
2018-04-30 20:16:45	Case = 2(894)		2018-04-30 20:05:36
2018-04-30 20:16:45	Case = 9(895)		2018-04-30 20:04:40
2018-04-30 20:16:45	Case = 10(896)		2018-04-30 20:04:50
2018-04-30 20:16:49	Case = 1(897)		2018-04-30 20:04:40
2018-04-30 20:16:49	Case = 2(898)		2018-04-30 20:05:36
2018-04-30 20:16:49	Case = 9(899)		2018-04-30 20:04:40
2018-04-30 20:16:49	Case = 10(900)		2018-04-30 20:04:50
2018-04-30 20:16:49	Case = 22(901)		2018-04-30 20:04:53
2018-04-30 20:16:49	Case = 24(902)		2018-04-30 20:04:53
2018-04-30 20:16:49	Case = 30(903)		2018-04-30 20:04:53
2018-04-30 20:16:50	Case = 38(904)		2018-04-30 20:04:54
2018-04-30 20:16:50	Case = 46(905)		2018-04-30 20:04:51
2018-04-30 20:16:50	Case = 48(906)		2018-04-30 20:04:52
2018-04-30 20:16:50	Case = 54(907)		2018-04-30 20:04:52
2018-04-30 20:16:50	Case = 55(908)		2018-04-30 20:04:52
2018-04-30 20:16:50	Case = 62(909)		2018-04-30 20:04:52
2018-04-30 20:16:50	Case = 63(910)		2018-04-30 20:04:52
2018-04-30 20:16:50	Case = 1(911)		2018-04-30 20:04:40
2018-04-30 20:16:50	Case = 2(912)		2018-04-30 20:05:36
2018-04-30 20:16:50	Case = 3(913)		2018-04-30 20:04:50
2018-04-30 20:16:50	Case = 4(914)		2018-04-30 20:04:52
2018-04-30 20:16:50	Case = 5(915)		2018-04-30 20:04:52
2018-04-30 20:16:50	Case = 6(916)		2018-04-30 20:04:52
2018-04-30 20:16:50	Case = 7(917)		2018-04-30 20:04:53
2018-04-30 20:16:50	Case = 9(918)		2018-04-30 20:04:40
2018-04-30 20:16:50	Case = 10(919)		2018-04-30 20:04:50
2018-04-30 20:16:50	Case = 11(920)		2018-04-30 20:04:50
2018-04-30 20:16:50	Case = 12(921)		2018-04-30 20:04:53
2018-04-30 20:16:50	Case = 13(922)		2018-04-30 20:04:53
2018-04-30 20:16:50	Case = 14(923)		2018-04-30 20:04:53
2018-04-30 20:16:50	Case = 15(924)		2018-04-30 20:04:53
2018-04-30 20:16:50	Case = 22(925)		2018-04-30 20:04:53
2018-04-30 20:17:06	Case = 61(926)		2018-04-30 20:04:52
2018-04-30 20:17:18	Case = 61(927)		2018-04-30 20:04:52
2018-04-30 20:17:27	Case = 63(928)		2018-04-30 20:04:52
2018-04-30 20:17:27	Case = 1(929)		2018-04-30 20:04:40
2018-04-30 20:17:27	Case = 2(930)		2018-04-30 20:05:36
2018-04-30 20:17:27	Case = 3(931)		2018-04-30 20:04:50
2018-04-30 20:17:27	Case = 4(932)		2018-04-30 20:04:52
2018-04-30 20:17:27	Case = 5(933)		2018-04-30 20:04:52
2018-04-30 20:17:27	Case = 6(934)		2018-04-30 20:04:52
2018-04-30 20:17:27	Case = 7(935)		2018-04-30 20:04:53
2018-04-30 20:17:27	Case = 9(936)		2018-04-30 20:04:40
2018-04-30 20:17:28	Case = 10(937)		2018-04-30 20:04:50
2018-04-30 20:17:28	Case = 11(938)		2018-04-30 20:04:50
2018-04-30 20:17:28	Case = 12(939)		2018-04-30 20:04:53
2018-04-30 20:17:28	Case = 13(940)		2018-04-30 20:04:53
2018-04-30 20:17:28	Case = 14(941)		2018-04-30 20:04:53
2018-04-30 20:17:28	Case = 15(942)		2018-04-30 20:04:53
2018-04-30 20:17:28	Case = 22(943)		2018-04-30 20:04:53
